Date,High,Low,Open,Close,Volume,Adj Close
2019-12-02,8.800000190734863,7.5,7.5,7.800000190734863,394808648.0,7.800000190734863
2019-12-03,7.949999809265137,6.699999809265137,7.900000095367432,7.050000190734863,733287657.0,7.050000190734863
2019-12-04,7.900000095367432,7.0,7.199999809265137,7.75,708398144.0,7.75
2019-12-05,7.599999904632568,7.0,7.599999904632568,7.300000190734863,339294803.0,7.300000190734863
2019-12-06,7.349999904632568,6.650000095367432,7.099999904632568,6.900000095367432,513327745.0,6.900000095367432
2019-12-09,6.699999809265137,5.900000095367432,6.5,6.5,315704587.0,6.5
2019-12-10,6.849999904632568,6.150000095367432,6.25,6.550000190734863,385014786.0,6.550000190734863
2019-12-11,7.099999904632568,6.550000190734863,6.699999809265137,6.699999809265137,242199010.0,6.699999809265137
2019-12-12,7.0,6.699999809265137,6.849999904632568,6.800000190734863,121366874.0,6.800000190734863
2019-12-13,7.099999904632568,6.75,6.849999904632568,6.900000095367432,264918506.0,6.900000095367432
2019-12-16,6.900000095367432,6.550000190734863,6.900000095367432,6.599999904632568,153481308.0,6.599999904632568
2019-12-17,7.0,6.349999904632568,6.599999904632568,6.900000095367432,314339768.0,6.900000095367432
2019-12-18,7.349999904632568,6.300000190734863,7.25,6.400000095367432,328199359.0,6.400000095367432
2019-12-19,6.75,6.349999904632568,6.5,6.599999904632568,219012396.0,6.599999904632568
2019-12-20,6.650000095367432,6.25,6.400000095367432,6.550000190734863,174553730.0,6.550000190734863
2019-12-23,6.599999904632568,6.300000190734863,6.449999809265137,6.400000095367432,142870617.0,6.400000095367432
2019-12-24,6.5,6.199999809265137,6.349999904632568,6.300000190734863,121125277.0,6.300000190734863
2019-12-26,6.449999809265137,5.949999809265137,6.300000190734863,6.050000190734863,191531777.0,6.050000190734863
2019-12-27,6.150000095367432,5.75,6.050000190734863,5.800000190734863,135829056.0,5.800000190734863
2019-12-30,6.349999904632568,5.75,5.800000190734863,6.150000095367432,170381694.0,6.150000095367432
2019-12-31,6.25,5.949999809265137,6.150000095367432,6.150000095367432,170099935.0,6.150000095367432
2020-01-01,6.300000190734863,6.0,6.199999809265137,6.099999904632568,55777825.0,6.099999904632568
2020-01-02,6.199999809265137,5.949999809265137,6.0,6.099999904632568,67004549.0,6.099999904632568
2020-01-03,6.199999809265137,6.0,6.099999904632568,6.099999904632568,77256216.0,6.099999904632568
2020-01-06,6.099999904632568,5.900000095367432,6.050000190734863,6.0,65911114.0,6.0
2020-01-07,6.199999809265137,5.900000095367432,6.0,6.0,85292839.0,6.0
2020-01-08,6.599999904632568,5.699999809265137,5.949999809265137,6.5,329769716.0,6.5
2020-01-09,6.650000095367432,5.650000095367432,6.550000190734863,6.25,384515490.0,6.25
2020-01-10,6.349999904632568,6.0,6.300000190734863,6.099999904632568,98544671.0,6.099999904632568
2020-01-13,6.25,5.949999809265137,6.099999904632568,6.150000095367432,135915222.0,6.150000095367432
2020-01-14,6.199999809265137,6.050000190734863,6.150000095367432,6.099999904632568,72910162.0,6.099999904632568
2020-01-15,6.099999904632568,5.849999904632568,6.099999904632568,6.0,122769393.0,6.0
2020-01-16,6.349999904632568,5.949999809265137,6.050000190734863,6.0,198015296.0,6.0
2020-01-17,5.400000095367432,3.6500000953674316,5.400000095367432,4.5,534870.0,4.5
2020-01-20,5.150000095367432,4.599999904632568,4.699999809265137,4.849999904632568,323839417.0,4.849999904632568
2020-01-21,6.050000190734863,5.300000190734863,5.300000190734863,5.949999809265137,640960977.0,5.949999809265137
2020-01-22,6.050000190734863,5.449999809265137,5.949999809265137,5.599999904632568,300874524.0,5.599999904632568
2020-01-23,6.099999904632568,5.599999904632568,5.599999904632568,5.900000095367432,346152243.0,5.900000095367432
2020-01-24,6.099999904632568,5.75,6.0,6.050000190734863,158798220.0,6.050000190734863
2020-01-27,6.050000190734863,5.75,5.849999904632568,5.800000190734863,137436771.0,5.800000190734863
2020-01-28,5.900000095367432,4.699999809265137,5.849999904632568,5.349999904632568,248123542.0,5.349999904632568
2020-01-29,5.699999809265137,5.150000095367432,5.349999904632568,5.25,200137409.0,5.25
2020-01-30,5.599999904632568,5.0,5.25,5.199999809265137,239078532.0,5.199999809265137
2020-01-31,5.449999809265137,5.099999904632568,5.300000190734863,5.300000190734863,163363094.0,5.300000190734863
2020-02-03,5.5,5.050000190734863,5.199999809265137,5.349999904632568,116834844.0,5.349999904632568
2020-02-04,5.449999809265137,5.25,5.349999904632568,5.25,80865619.0,5.25
2020-02-05,5.349999904632568,4.949999809265137,5.25,5.25,121127246.0,5.25
2020-02-06,5.550000190734863,5.099999904632568,5.349999904632568,5.150000095367432,110558196.0,5.150000095367432
2020-02-07,5.400000095367432,5.050000190734863,5.099999904632568,5.25,113193845.0,5.25
2020-02-10,5.400000095367432,5.0,5.400000095367432,5.050000190734863,84534088.0,5.050000190734863
2020-02-11,5.150000095367432,4.75,5.099999904632568,4.849999904632568,136571874.0,4.849999904632568
2020-02-12,4.849999904632568,4.449999809265137,4.849999904632568,4.5,293521398.0,4.5
2020-02-13,4.550000190734863,4.400000095367432,4.5,4.5,99786073.0,4.5
2020-02-14,5.449999809265137,3.25,4.349999904632568,3.4000000953674316,344910835.0,3.4000000953674316
2020-02-17,4.199999809265137,3.299999952316284,3.700000047683716,3.4000000953674316,814861351.0,3.4000000953674316
2020-02-18,3.25,2.799999952316284,3.25,3.0,642554754.0,3.0
2020-02-19,4.449999809265137,3.0999999046325684,3.1500000953674316,4.199999809265137,1015559671.0,4.199999809265137
2020-02-20,5.0,4.199999809265137,4.449999809265137,4.400000095367432,956876746.0,4.400000095367432
2020-02-24,5.050000190734863,3.799999952316284,4.800000190734863,3.8499999046325684,679574901.0,3.8499999046325684
2020-02-25,4.300000190734863,3.5,3.950000047683716,3.950000047683716,598933526.0,3.950000047683716
2020-02-26,4.150000095367432,3.5999999046325684,3.8499999046325684,4.0,325151192.0,4.0
2020-02-27,4.25,3.700000047683716,4.050000190734863,3.799999952316284,393794097.0,3.799999952316284
