Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,4.199999809265137,4.199999809265137,4.0,4.050000190734863,4.050000190734863,5293
2020-01-02,4.199999809265137,4.25,3.9000000953674316,4.25,4.25,29199
2020-01-03,4.199999809265137,4.449999809265137,4.199999809265137,4.449999809265137,4.449999809265137,10858
2020-01-06,4.5,4.650000095367432,4.349999904632568,4.550000190734863,4.550000190734863,54377
2020-01-07,4.75,4.75,4.5,4.650000095367432,4.650000095367432,19829
2020-01-08,4.800000190734863,4.800000190734863,4.5,4.650000095367432,4.650000095367432,17559
2020-01-09,4.849999904632568,4.849999904632568,4.449999809265137,4.550000190734863,4.550000190734863,50405
2020-01-10,4.449999809265137,4.650000095367432,4.349999904632568,4.5,4.5,33714
2020-01-13,4.650000095367432,4.699999809265137,4.5,4.599999904632568,4.599999904632568,9144
2020-01-14,4.550000190734863,4.699999809265137,4.5,4.550000190734863,4.550000190734863,13681
2020-01-15,4.650000095367432,4.699999809265137,4.449999809265137,4.650000095367432,4.650000095367432,12734
2020-01-16,4.75,4.75,4.5,4.599999904632568,4.599999904632568,15620
2020-01-17,4.550000190734863,4.599999904632568,4.449999809265137,4.550000190734863,4.550000190734863,12078
2020-01-20,4.650000095367432,4.699999809265137,4.400000095367432,4.599999904632568,4.599999904632568,16012
2020-01-21,4.5,4.699999809265137,4.449999809265137,4.650000095367432,4.650000095367432,17788
2020-01-22,4.599999904632568,4.650000095367432,4.5,4.550000190734863,4.550000190734863,10569
2020-01-23,4.5,4.599999904632568,4.349999904632568,4.349999904632568,4.349999904632568,33875
2020-01-24,4.349999904632568,4.449999809265137,4.199999809265137,4.300000190734863,4.300000190734863,11939
2020-01-27,4.199999809265137,4.349999904632568,4.150000095367432,4.199999809265137,4.199999809265137,6958
2020-01-28,4.349999904632568,4.400000095367432,4.050000190734863,4.199999809265137,4.199999809265137,13346
2020-01-29,4.150000095367432,4.300000190734863,4.050000190734863,4.300000190734863,4.300000190734863,17098
2020-01-30,4.25,4.349999904632568,4.150000095367432,4.150000095367432,4.150000095367432,4986
2020-01-31,4.0,4.150000095367432,3.950000047683716,4.099999904632568,4.099999904632568,31503
2020-02-03,4.25,4.25,3.9000000953674316,3.9000000953674316,3.9000000953674316,32512
2020-02-04,3.8499999046325684,4.0,3.75,3.799999952316284,3.799999952316284,17373
2020-02-05,3.700000047683716,3.799999952316284,3.6500000953674316,3.6500000953674316,3.6500000953674316,68443
2020-02-06,3.700000047683716,4.0,3.5999999046325684,4.0,4.0,56420
2020-02-07,4.400000095367432,4.400000095367432,4.25,4.400000095367432,4.400000095367432,45139
2020-02-10,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,32607
2020-02-11,4.949999809265137,5.0,4.800000190734863,5.0,5.0,44184
2020-02-12,5.25,5.25,4.75,4.75,4.75,54640
2020-02-13,4.599999904632568,4.699999809265137,4.550000190734863,4.550000190734863,4.550000190734863,27418
2020-02-14,4.349999904632568,4.550000190734863,4.349999904632568,4.349999904632568,4.349999904632568,49413
2020-02-17,4.150000095367432,4.349999904632568,4.150000095367432,4.150000095367432,4.150000095367432,11198
2020-02-18,4.050000190734863,4.25,3.950000047683716,3.950000047683716,3.950000047683716,23550
2020-02-19,3.950000047683716,4.0,3.799999952316284,3.799999952316284,3.799999952316284,33400
2020-02-20,3.950000047683716,3.950000047683716,3.6500000953674316,3.700000047683716,3.700000047683716,61789
2020-02-24,3.8499999046325684,3.8499999046325684,3.700000047683716,3.75,3.75,35717
2020-02-25,3.75,3.75,3.5999999046325684,3.5999999046325684,3.5999999046325684,36288
2020-02-26,3.549999952316284,3.700000047683716,3.450000047683716,3.450000047683716,3.450000047683716,50972
2020-02-27,3.549999952316284,3.549999952316284,3.299999952316284,3.3499999046325684,3.3499999046325684,89906
2020-02-28,3.25,3.299999952316284,3.200000047683716,3.200000047683716,3.200000047683716,57262
2020-03-02,3.299999952316284,3.3499999046325684,3.049999952316284,3.1500000953674316,3.1500000953674316,67299
2020-03-03,3.1500000953674316,3.25,3.0,3.049999952316284,3.049999952316284,20051
2020-03-04,3.0,3.0999999046325684,2.9000000953674316,2.9000000953674316,2.9000000953674316,92727
2020-03-05,2.8499999046325684,3.0,2.799999952316284,2.950000047683716,2.950000047683716,31658
2020-03-06,3.0,3.049999952316284,2.9000000953674316,3.049999952316284,3.049999952316284,39341
2020-03-09,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,37391
2020-03-11,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,12286
2020-03-12,3.5,3.5,3.5,3.5,3.5,33700
2020-03-13,3.6500000953674316,3.6500000953674316,3.3499999046325684,3.3499999046325684,3.3499999046325684,127257
2020-03-16,3.200000047683716,3.3499999046325684,3.200000047683716,3.200000047683716,3.200000047683716,19521
2020-03-17,3.049999952316284,3.3499999046325684,3.049999952316284,3.25,3.25,43415
2020-03-18,3.4000000953674316,3.4000000953674316,3.0999999046325684,3.0999999046325684,3.0999999046325684,42063
2020-03-19,3.0999999046325684,3.0999999046325684,2.950000047683716,2.950000047683716,2.950000047683716,35052
2020-03-20,2.950000047683716,2.950000047683716,2.8499999046325684,2.8499999046325684,2.8499999046325684,27068
2020-03-23,2.75,2.75,2.75,2.75,2.75,53135
2020-03-24,2.75,2.75,2.6500000953674316,2.6500000953674316,2.6500000953674316,20826
2020-03-25,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,13443
2020-03-26,2.5,2.549999952316284,2.450000047683716,2.5,2.5,22980
2020-03-27,2.450000047683716,2.5999999046325684,2.4000000953674316,2.549999952316284,2.549999952316284,41464
2020-03-30,2.5999999046325684,2.6500000953674316,2.549999952316284,2.6500000953674316,2.6500000953674316,54868
2020-03-31,2.6500000953674316,2.75,2.6500000953674316,2.700000047683716,2.700000047683716,25018
2020-04-01,2.75,2.799999952316284,2.75,2.799999952316284,2.799999952316284,18529
2020-04-03,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2955
2020-04-07,3.0,3.0,3.0,3.0,3.0,13825
2020-04-08,3.0999999046325684,3.1500000953674316,3.0999999046325684,3.1500000953674316,3.1500000953674316,3055
2020-04-09,3.299999952316284,3.299999952316284,3.299999952316284,3.299999952316284,3.299999952316284,13667
2020-04-13,3.3499999046325684,3.450000047683716,3.299999952316284,3.450000047683716,3.450000047683716,68780
2020-04-15,3.5999999046325684,3.5999999046325684,3.549999952316284,3.5999999046325684,3.5999999046325684,47744
2020-04-16,3.75,3.75,3.6500000953674316,3.700000047683716,3.700000047683716,29205
2020-04-17,3.75,3.8499999046325684,3.75,3.8499999046325684,3.8499999046325684,8829
2020-04-20,4.0,4.0,4.0,4.0,4.0,48549
2020-04-21,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,12459
2020-04-22,4.400000095367432,4.400000095367432,4.300000190734863,4.349999904632568,4.349999904632568,69306
2020-04-23,4.550000190734863,4.550000190734863,4.400000095367432,4.550000190734863,4.550000190734863,35106
2020-04-24,4.699999809265137,4.75,4.699999809265137,4.75,4.75,14902
2020-04-27,4.949999809265137,4.949999809265137,4.550000190734863,4.550000190734863,4.550000190734863,71738
2020-04-28,4.349999904632568,4.650000095367432,4.349999904632568,4.5,4.5,158678
2020-04-29,4.699999809265137,4.699999809265137,4.300000190734863,4.599999904632568,4.599999904632568,105412
2020-04-30,4.800000190734863,4.800000190734863,4.449999809265137,4.650000095367432,4.650000095367432,69562
2020-05-04,4.5,4.849999904632568,4.449999809265137,4.699999809265137,4.699999809265137,40805
2020-05-05,4.550000190734863,4.900000095367432,4.5,4.650000095367432,4.650000095367432,23125
2020-05-06,4.699999809265137,4.699999809265137,4.449999809265137,4.599999904632568,4.599999904632568,49826
2020-05-07,4.650000095367432,4.650000095367432,4.400000095367432,4.550000190734863,4.550000190734863,17549
2020-05-08,4.699999809265137,4.699999809265137,4.400000095367432,4.550000190734863,4.550000190734863,38438
2020-05-11,4.449999809265137,4.650000095367432,4.349999904632568,4.550000190734863,4.550000190734863,71659
2020-05-12,4.650000095367432,4.650000095367432,4.449999809265137,4.599999904632568,4.599999904632568,33135
2020-05-13,4.650000095367432,4.800000190734863,4.400000095367432,4.75,4.75,53091
2020-05-14,4.849999904632568,4.949999809265137,4.75,4.900000095367432,4.900000095367432,20121
2020-05-15,4.849999904632568,5.099999904632568,4.699999809265137,5.050000190734863,5.050000190734863,16878
2020-05-18,5.25,5.25,4.800000190734863,4.949999809265137,4.949999809265137,22029
2020-05-19,4.75,5.150000095367432,4.75,4.949999809265137,4.949999809265137,22677
2020-05-20,5.099999904632568,5.099999904632568,4.75,4.900000095367432,4.900000095367432,23850
2020-05-21,4.949999809265137,4.949999809265137,4.699999809265137,4.849999904632568,4.849999904632568,18491
2020-05-22,4.849999904632568,4.949999809265137,4.75,4.900000095367432,4.900000095367432,50601
2020-05-26,4.800000190734863,5.050000190734863,4.75,4.949999809265137,4.949999809265137,26775
2020-05-27,5.099999904632568,5.099999904632568,4.800000190734863,5.050000190734863,5.050000190734863,55564
2020-05-28,5.25,5.25,4.800000190734863,4.949999809265137,4.949999809265137,46444
2020-05-29,4.800000190734863,5.099999904632568,4.800000190734863,5.099999904632568,5.099999904632568,48975
2020-06-01,5.25,5.25,4.849999904632568,5.099999904632568,5.099999904632568,35365
2020-06-02,5.099999904632568,5.150000095367432,4.849999904632568,4.900000095367432,4.900000095367432,32643
2020-06-03,4.900000095367432,5.050000190734863,4.849999904632568,5.0,5.0,32918
2020-06-04,5.099999904632568,5.099999904632568,4.849999904632568,5.0,5.0,15225
2020-06-05,5.099999904632568,5.150000095367432,4.949999809265137,5.0,5.0,29530
2020-06-08,5.150000095367432,5.25,5.099999904632568,5.199999809265137,5.199999809265137,45003
2020-06-09,5.300000190734863,5.400000095367432,5.050000190734863,5.199999809265137,5.199999809265137,35361
2020-06-10,5.349999904632568,5.349999904632568,5.0,5.099999904632568,5.099999904632568,30087
2020-06-11,5.300000190734863,5.300000190734863,4.900000095367432,5.199999809265137,5.199999809265137,43592
2020-06-12,5.0,5.300000190734863,5.0,5.099999904632568,5.099999904632568,19632
2020-06-15,4.900000095367432,5.300000190734863,4.900000095367432,5.25,5.25,25854
2020-06-16,5.449999809265137,5.5,5.300000190734863,5.349999904632568,5.349999904632568,41646
