Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,80.2500228881836,81.0000228881836,80.2500228881836,81.0000228881836,81.0000228881836,3199
2020-01-02,81.7500228881836,82.20001983642578,81.7500228881836,82.20001983642578,82.20001983642578,4799
2020-01-03,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,1599
2020-01-06,82.5000228881836,83.2500228881836,82.5000228881836,83.2500228881836,83.2500228881836,3199
2020-01-07,84.0000228881836,84.0000228881836,84.0000228881836,84.0000228881836,84.0000228881836,1599
2020-01-08,81.7500228881836,81.7500228881836,81.7500228881836,81.7500228881836,81.7500228881836,1599
2020-01-09,81.82501983642578,81.82501983642578,81.82501983642578,81.82501983642578,81.82501983642578,1599
2020-01-10,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,1599
2020-01-13,82.5000228881836,82.8750228881836,82.5000228881836,82.8750228881836,82.8750228881836,3199
2020-01-14,83.2500228881836,83.32501983642578,83.2500228881836,83.32501983642578,83.32501983642578,3199
2020-01-15,81.0000228881836,81.7500228881836,81.0000228881836,81.7500228881836,81.7500228881836,3199
2020-01-16,80.6250228881836,83.70001983642578,80.6250228881836,83.51251983642578,83.51251983642578,9599
2020-01-17,79.87501525878906,80.32501983642578,79.87501525878906,80.32501983642578,80.32501983642578,3199
2020-01-20,81.7500228881836,82.5000228881836,80.2500228881836,82.5000228881836,82.5000228881836,6399
2020-01-21,82.1250228881836,82.8750228881836,82.1250228881836,82.8750228881836,82.8750228881836,4799
2020-01-22,81.82501983642578,82.3125228881836,81.82501983642578,82.20001983642578,82.20001983642578,6399
2020-01-23,80.6250228881836,82.1250228881836,80.6250228881836,82.1250228881836,82.1250228881836,6399
2020-01-24,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,1599
2020-01-27,80.2500228881836,81.7500228881836,80.2500228881836,81.7500228881836,81.7500228881836,4799
2020-01-28,81.0000228881836,81.1875228881836,81.0000228881836,81.1875228881836,81.1875228881836,3199
2020-01-29,80.2500228881836,82.1250228881836,80.2500228881836,82.1250228881836,82.1250228881836,4799
2020-01-30,81.7500228881836,81.82501983642578,80.2500228881836,80.4375228881836,80.4375228881836,6399
2020-01-31,80.2500228881836,80.6250228881836,80.2500228881836,80.6250228881836,80.6250228881836,3199
2020-02-03,81.7500228881836,82.1250228881836,81.7500228881836,82.1250228881836,82.1250228881836,3199
2020-02-04,80.2500228881836,81.0000228881836,80.2500228881836,81.0000228881836,81.0000228881836,3199
2020-02-05,80.2500228881836,81.7500228881836,80.2500228881836,81.7500228881836,81.7500228881836,4799
2020-02-06,80.2500228881836,81.0000228881836,80.2500228881836,81.0000228881836,81.0000228881836,3199
2020-02-07,78.75001525878906,78.75001525878906,78.75001525878906,78.75001525878906,78.75001525878906,3199
2020-02-10,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,82.5000228881836,1599
2020-02-11,82.98751831054688,82.98751831054688,82.98751831054688,82.98751831054688,82.98751831054688,1599
2020-02-12,81.0000228881836,81.0000228881836,81.0000228881836,81.0000228881836,81.0000228881836,1599
2020-02-13,81.3750228881836,81.3750228881836,81.3750228881836,81.3750228881836,81.3750228881836,1599
2020-02-14,81.7500228881836,81.7500228881836,81.7500228881836,81.7500228881836,81.7500228881836,1599
2020-02-17,82.35002136230469,82.35002136230469,82.35002136230469,82.35002136230469,82.35002136230469,1599
2020-02-18,82.20001983642578,82.20001983642578,82.20001983642578,82.20001983642578,82.20001983642578,1599
2020-02-19,81.7500228881836,82.20001983642578,81.7500228881836,82.20001983642578,82.20001983642578,3199
2020-02-20,82.57501983642578,82.57501983642578,82.57501983642578,82.57501983642578,82.57501983642578,1599
2020-02-24,81.7500228881836,81.7500228881836,81.7500228881836,81.7500228881836,81.7500228881836,1599
2020-02-25,83.2500228881836,83.2500228881836,83.2500228881836,83.2500228881836,83.2500228881836,1599
2020-02-26,82.1250228881836,82.1250228881836,82.1250228881836,82.1250228881836,82.1250228881836,1599
2020-02-27,81.7500228881836,81.7500228881836,75.00001525878906,75.00001525878906,75.00001525878906,3199
2020-02-28,82.72502136230469,82.72502136230469,74.40001678466797,74.40001678466797,74.40001678466797,4799
